index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,major,knowledge
5015,Class3,2024/10/19 19:22,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_gj1NLb4Jn7URf9K2kQPd,324,5,19fb3075dd2798538c9d,J40192,m3D1v
5016,Class3,2024/10/19 19:21,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,336,4,3f55d44d7572d52b2987,J40192,r8S3g
5017,Class3,2024/10/19 19:20,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,328,4,e3ce61b92eeae0a33633,J87654,r8S3g
5017,Class3,2024/10/19 19:20,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,328,4,e3ce61b92eeae0a33633,J87654,r8S3g
5018,Class3,2024/10/19 19:17,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,0,5,e3ce61b92eeae0a33633,J87654,r8S3g
5018,Class3,2024/10/19 19:17,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,0,5,e3ce61b92eeae0a33633,J87654,r8S3g
5019,Class3,2024/10/19 19:16,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,5,c352158bed343ccff8e5,J40192,t5V9e
5020,Class3,2024/10/19 19:16,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,188,5,e3ce61b92eeae0a33633,J87654,r8S3g
5020,Class3,2024/10/19 19:16,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,188,5,e3ce61b92eeae0a33633,J87654,r8S3g
5021,Class3,2024/10/19 19:14,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,196,4,19fb3075dd2798538c9d,J40192,y9W5d
5021,Class3,2024/10/19 19:14,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,196,4,19fb3075dd2798538c9d,J40192,m3D1v
5022,Class3,2024/10/19 19:12,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,1,c352158bed343ccff8e5,J40192,t5V9e
5023,Class3,2024/10/19 19:11,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,192,4,f4e46ba446c56e56259b,J40192,r8S3g
5024,Class3,2024/10/19 19:10,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,320,6,19fb3075dd2798538c9d,J40192,y9W5d
5024,Class3,2024/10/19 19:10,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,320,6,19fb3075dd2798538c9d,J40192,m3D1v
5025,Class3,2024/10/19 19:07,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_Cj9Ya2R7fZd6xs1q5mNQ,472,3,f4e46ba446c56e56259b,J40192,r8S3g
5026,Class3,2024/10/19 19:04,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,5,19fb3075dd2798538c9d,J40192,y9W5d
5026,Class3,2024/10/19 19:04,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,5,19fb3075dd2798538c9d,J40192,m3D1v
5027,Class3,2024/10/19 18:38,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,200,7,19fb3075dd2798538c9d,J40192,y9W5d
5027,Class3,2024/10/19 18:38,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,200,7,19fb3075dd2798538c9d,J40192,m3D1v
5028,Class3,2024/10/19 18:37,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_m8vwGkEZc3TSW2xqYUoR,260,3,62156eada978f707f5d2,J87654,m3D1v
5029,Class3,2024/10/19 18:36,Partially_Correct,2,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_BXr9AIsPQhwNvyGdZL57,324,4,62156eada978f707f5d2,J87654,m3D1v
5030,Class3,2024/10/19 18:35,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_gj1NLb4Jn7URf9K2kQPd,196,3,19fb3075dd2798538c9d,J40192,y9W5d
5030,Class3,2024/10/19 18:35,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_gj1NLb4Jn7URf9K2kQPd,196,3,19fb3075dd2798538c9d,J40192,m3D1v
5031,Class3,2024/10/19 18:24,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,316,4,0f160cd19890b97092b9,J87654,m3D1v
5032,Class3,2024/10/19 18:18,Partially_Correct,2,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_gj1NLb4Jn7URf9K2kQPd,344,4,0f160cd19890b97092b9,J87654,m3D1v
5033,Class3,2024/10/19 18:17,Partially_Correct,2,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,200,4,0f160cd19890b97092b9,J87654,m3D1v
5034,Class3,2024/10/19 18:10,Absolutely_Correct,1,Question_fZrP3FJ4ebUogW9V7taS,Method_gj1NLb4Jn7URf9K2kQPd,332,4,3f55d44d7572d52b2987,J40192,r8S3g
5035,Class3,2024/10/19 18:04,Absolutely_Correct,3,Question_NixCn84GdK2tySa5rB1V,Method_5Q4KoXthUuYz3bvrTDFm,332,4,a0a1991396f865c9e3dc,J23517,m3D1v
5036,Class3,2024/10/19 17:34,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_Cj9Ya2R7fZd6xs1q5mNQ,184,5,432fd26823e230070734,J23517,m3D1v
5037,Class3,2024/10/19 17:34,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_BXr9AIsPQhwNvyGdZL57,192,3,432fd26823e230070734,J23517,m3D1v
5038,Class3,2024/10/19 17:31,Error1,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,e851f82a650692f8e591,J78901,b3C9s
5039,Class3,2024/10/19 17:17,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,324,4,a55511198784610bf30b,J57489,m3D1v
5040,Class3,2024/10/19 17:09,Absolutely_Correct,1,Question_fZrP3FJ4ebUogW9V7taS,Method_5Q4KoXthUuYz3bvrTDFm,188,4,f4e46ba446c56e56259b,J40192,r8S3g
5041,Class3,2024/10/19 17:08,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_5Q4KoXthUuYz3bvrTDFm,196,4,f4e46ba446c56e56259b,J40192,r8S3g
5042,Class3,2024/10/19 17:06,Absolutely_Error,0,Question_fZrP3FJ4ebUogW9V7taS,Method_m8vwGkEZc3TSW2xqYUoR,344,4,f4e46ba446c56e56259b,J40192,r8S3g
5043,Class3,2024/10/19 17:05,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_gj1NLb4Jn7URf9K2kQPd,196,5,a55511198784610bf30b,J57489,m3D1v
5044,Class3,2024/10/19 17:03,Error1,0,Question_6RQj2gF3OeK5AmDvThUV,Method_BXr9AIsPQhwNvyGdZL57,0,3,a55511198784610bf30b,J57489,m3D1v
5045,Class3,2024/10/19 17:03,Absolutely_Error,0,Question_fZrP3FJ4ebUogW9V7taS,Method_5Q4KoXthUuYz3bvrTDFm,192,5,f4e46ba446c56e56259b,J40192,r8S3g
5046,Class3,2024/10/19 17:01,Error1,0,Question_6RQj2gF3OeK5AmDvThUV,Method_5Q4KoXthUuYz3bvrTDFm,0,4,a55511198784610bf30b,J57489,m3D1v
5047,Class3,2024/10/19 17:01,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,200,3,f4e46ba446c56e56259b,J40192,r8S3g
5047,Class3,2024/10/19 17:01,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,200,3,f4e46ba446c56e56259b,J40192,r8S3g
5048,Class3,2024/10/19 17:00,Error1,0,Question_6RQj2gF3OeK5AmDvThUV,Method_gj1NLb4Jn7URf9K2kQPd,0,1,a55511198784610bf30b,J57489,m3D1v
5049,Class3,2024/10/19 17:00,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,320,4,f4e46ba446c56e56259b,J40192,r8S3g
5049,Class3,2024/10/19 17:00,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,320,4,f4e46ba446c56e56259b,J40192,r8S3g
5050,Class3,2024/12/21 20:44,Absolutely_Correct,3,Question_NixCn84GdK2tySa5rB1V,Method_Cj9Ya2R7fZd6xs1q5mNQ,360,4,cb8c2285066597e012c6,J57489,m3D1v
5051,Class3,2024/12/21 20:43,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_Cj9Ya2R7fZd6xs1q5mNQ,372,3,cb8c2285066597e012c6,J57489,m3D1v
5052,Class3,2024/12/21 20:42,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,3,cb8c2285066597e012c6,J57489,m3D1v
5053,Class3,2024/12/21 20:41,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_m8vwGkEZc3TSW2xqYUoR,348,2,cb8c2285066597e012c6,J57489,m3D1v
5054,Class3,2024/12/21 20:40,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,412,5,cb8c2285066597e012c6,J57489,m3D1v
5055,Class3,2024/12/21 20:37,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_5Q4KoXthUuYz3bvrTDFm,384,4,cb8c2285066597e012c6,J57489,t5V9e
5056,Class3,2024/12/21 20:35,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,344,5,cb8c2285066597e012c6,J57489,t5V9e
5057,Class3,2024/12/21 20:34,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,332,3,cb8c2285066597e012c6,J57489,t5V9e
5058,Class3,2024/12/21 20:32,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,352,5,cb8c2285066597e012c6,J57489,t5V9e
5059,Class3,2024/12/21 20:30,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_gj1NLb4Jn7URf9K2kQPd,324,4,cb8c2285066597e012c6,J57489,t5V9e
5060,Class3,2024/12/21 20:30,Error2,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_5Q4KoXthUuYz3bvrTDFm,348,3,cb8c2285066597e012c6,J57489,t5V9e
5061,Class3,2024/12/21 20:30,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_5Q4KoXthUuYz3bvrTDFm,468,5,cb8c2285066597e012c6,J57489,t5V9e
5062,Class3,2024/12/21 20:24,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_m8vwGkEZc3TSW2xqYUoR,308,3,cb8c2285066597e012c6,J57489,r8S3g
5063,Class3,2024/12/21 20:18,Absolutely_Error,0,Question_rvB9mVE6Kbd8jAY4NwPx,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,2,cb8c2285066597e012c6,J57489,r8S3g
5064,Class3,2024/12/21 19:41,Error4,0,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,472,3,d3ba1fe030801d700cb6,J57489,y9W5d
5064,Class3,2024/12/21 19:41,Error4,0,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,472,3,d3ba1fe030801d700cb6,J57489,k4W1c
5065,Class3,2024/12/21 13:00,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_BXr9AIsPQhwNvyGdZL57,0,2,84e8300978b600b5f0ba,J23517,g7R2j
5066,Class3,2024/12/21 13:00,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_BXr9AIsPQhwNvyGdZL57,0,1,84e8300978b600b5f0ba,J23517,g7R2j
5067,Class3,2024/12/21 12:59,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_BXr9AIsPQhwNvyGdZL57,0,3,84e8300978b600b5f0ba,J23517,g7R2j
5068,Class3,2024/12/21 12:58,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,464,2,84e8300978b600b5f0ba,J23517,y9W5d
5068,Class3,2024/12/21 12:58,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,464,2,84e8300978b600b5f0ba,J23517,s8Y2f
5069,Class3,2024/12/21 12:58,Error1,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,0,5,84e8300978b600b5f0ba,J23517,y9W5d
5069,Class3,2024/12/21 12:58,Error1,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,0,5,84e8300978b600b5f0ba,J23517,s8Y2f
5070,Class3,2024/12/21 12:57,Error1,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_gj1NLb4Jn7URf9K2kQPd,0,4,84e8300978b600b5f0ba,J23517,y9W5d
5070,Class3,2024/12/21 12:57,Error1,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_gj1NLb4Jn7URf9K2kQPd,0,4,84e8300978b600b5f0ba,J23517,s8Y2f
5071,Class3,2024/12/21 12:56,Error1,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,84e8300978b600b5f0ba,J23517,y9W5d
5071,Class3,2024/12/21 12:56,Error1,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,84e8300978b600b5f0ba,J23517,s8Y2f
5072,Class3,2024/12/21 11:26,Error1,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,0,3,1202c731c612353ceef0,J78901,b3C9s
5073,Class3,2024/12/21 11:24,Error1,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_BXr9AIsPQhwNvyGdZL57,0,5,1202c731c612353ceef0,J78901,b3C9s
5074,Class3,2024/12/21 10:45,Error4,0,Question_EhVPdmlB31M8WKGqL0wc,Method_BXr9AIsPQhwNvyGdZL57,476,3,1202c731c612353ceef0,J78901,y9W5d
5075,Class3,2024/12/21 10:44,Error1,0,Question_EhVPdmlB31M8WKGqL0wc,Method_m8vwGkEZc3TSW2xqYUoR,0,5,1202c731c612353ceef0,J78901,y9W5d
5076,Class3,2024/12/21 10:43,Error1,0,Question_EhVPdmlB31M8WKGqL0wc,Method_5Q4KoXthUuYz3bvrTDFm,0,2,1202c731c612353ceef0,J78901,y9W5d
5077,Class3,2024/12/21 10:34,Error4,0,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,452,3,1202c731c612353ceef0,J78901,y9W5d
5078,Class3,2024/12/21 10:33,Error4,0,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,512,3,1202c731c612353ceef0,J78901,y9W5d
5079,Class3,2024/12/21 10:29,Error4,0,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,476,3,1202c731c612353ceef0,J78901,y9W5d
5080,Class3,2024/12/21 10:24,Error4,0,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,508,4,1202c731c612353ceef0,J78901,y9W5d
5081,Class3,2024/12/21 10:17,Error3,0,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,480,3,1202c731c612353ceef0,J78901,y9W5d
5082,Class3,2024/12/21 8:53,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_BXr9AIsPQhwNvyGdZL57,320,3,098b2c66cbc1ed736e14,J40192,b3C9s
5083,Class3,2024/12/21 8:52,Absolutely_Error,0,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,384,3,098b2c66cbc1ed736e14,J40192,b3C9s
5084,Class3,2024/12/20 23:02,Absolutely_Error,0,Question_hZ5wXofebmTlzKB1jNcP,Method_BXr9AIsPQhwNvyGdZL57,308,3,098b2c66cbc1ed736e14,J40192,b3C9s
5085,Class3,2024/12/20 22:36,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,468,3,098b2c66cbc1ed736e14,J40192,b3C9s
5086,Class3,2024/12/20 22:36,Error1,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,0,1,098b2c66cbc1ed736e14,J40192,b3C9s
5087,Class3,2024/12/20 21:46,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,356,4,75097aa30e9373a612c7,J78901,g7R2j
5088,Class3,2024/12/20 20:46,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_Cj9Ya2R7fZd6xs1q5mNQ,380,3,d3ba1fe030801d700cb6,J57489,y9W5d
5089,Class3,2024/12/20 20:37,Error2,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_BXr9AIsPQhwNvyGdZL57,340,3,d3ba1fe030801d700cb6,J57489,y9W5d
5090,Class3,2024/12/20 20:37,Error2,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_5Q4KoXthUuYz3bvrTDFm,384,3,d3ba1fe030801d700cb6,J57489,y9W5d
5091,Class3,2024/12/20 20:21,Absolutely_Error,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_5Q4KoXthUuYz3bvrTDFm,344,3,d3ba1fe030801d700cb6,J57489,y9W5d
5092,Class3,2024/12/20 20:06,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,308,3,75097aa30e9373a612c7,J78901,g7R2j
5093,Class3,2024/12/20 20:05,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,0,4,75097aa30e9373a612c7,J78901,g7R2j
5094,Class3,2024/12/20 19:53,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,312,3,75097aa30e9373a612c7,J78901,g7R2j
5095,Class3,2024/12/20 19:52,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,75097aa30e9373a612c7,J78901,g7R2j
5096,Class3,2024/12/20 19:51,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,368,3,75097aa30e9373a612c7,J78901,g7R2j
5097,Class3,2024/12/20 19:50,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,440,3,75097aa30e9373a612c7,J78901,g7R2j
5098,Class3,2024/12/20 19:32,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_BXr9AIsPQhwNvyGdZL57,332,3,170a695a2717bcd9b74b,J57489,y9W5d
5098,Class3,2024/12/20 19:32,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_BXr9AIsPQhwNvyGdZL57,332,3,170a695a2717bcd9b74b,J57489,s8Y2f
5099,Class3,2024/12/20 19:31,Error1,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,0,3,170a695a2717bcd9b74b,J57489,y9W5d
5099,Class3,2024/12/20 19:31,Error1,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,0,3,170a695a2717bcd9b74b,J57489,s8Y2f
5100,Class3,2024/10/19 17:00,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,4,c352158bed343ccff8e5,J40192,t5V9e
5101,Class3,2024/10/19 17:00,Error1,0,Question_6RQj2gF3OeK5AmDvThUV,Method_gj1NLb4Jn7URf9K2kQPd,0,5,a55511198784610bf30b,J57489,m3D1v
5102,Class3,2024/10/19 17:00,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,176,4,e3ce61b92eeae0a33633,J87654,r8S3g
5102,Class3,2024/10/19 17:00,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,176,4,e3ce61b92eeae0a33633,J87654,r8S3g
5103,Class3,2024/10/19 16:59,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,192,7,d3ba1fe030801d700cb6,J57489,r8S3g
5103,Class3,2024/10/19 16:59,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,192,7,d3ba1fe030801d700cb6,J57489,r8S3g
5104,Class3,2024/10/19 16:59,Error1,0,Question_6RQj2gF3OeK5AmDvThUV,Method_m8vwGkEZc3TSW2xqYUoR,0,5,a55511198784610bf30b,J57489,m3D1v
5105,Class3,2024/10/19 16:59,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,f4e46ba446c56e56259b,J40192,r8S3g
5105,Class3,2024/10/19 16:59,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,f4e46ba446c56e56259b,J40192,r8S3g
5106,Class3,2024/10/19 16:59,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,f4e46ba446c56e56259b,J40192,r8S3g
5106,Class3,2024/10/19 16:59,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,f4e46ba446c56e56259b,J40192,r8S3g
5107,Class3,2024/10/19 16:58,Error1,0,Question_6RQj2gF3OeK5AmDvThUV,Method_5Q4KoXthUuYz3bvrTDFm,0,3,a55511198784610bf30b,J57489,m3D1v
5108,Class3,2024/10/19 16:58,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,192,5,e3ce61b92eeae0a33633,J87654,r8S3g
5108,Class3,2024/10/19 16:58,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,192,5,e3ce61b92eeae0a33633,J87654,r8S3g
5109,Class3,2024/10/19 16:58,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,204,4,f4e46ba446c56e56259b,J40192,r8S3g
5109,Class3,2024/10/19 16:58,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,204,4,f4e46ba446c56e56259b,J40192,r8S3g
5110,Class3,2024/10/19 16:57,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,188,3,f4e46ba446c56e56259b,J40192,r8S3g
5110,Class3,2024/10/19 16:57,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,188,3,f4e46ba446c56e56259b,J40192,r8S3g
5111,Class3,2024/10/19 16:57,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,0,1,c352158bed343ccff8e5,J40192,t5V9e
5112,Class3,2024/10/19 16:57,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,320,3,f4e46ba446c56e56259b,J40192,r8S3g
5112,Class3,2024/10/19 16:57,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,320,3,f4e46ba446c56e56259b,J40192,r8S3g
5113,Class3,2024/10/19 16:57,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,0,1,f4e46ba446c56e56259b,J40192,r8S3g
5113,Class3,2024/10/19 16:57,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,0,1,f4e46ba446c56e56259b,J40192,r8S3g
5114,Class3,2024/10/19 16:57,Absolutely_Correct,1,Question_fZrP3FJ4ebUogW9V7taS,Method_gj1NLb4Jn7URf9K2kQPd,192,4,d3ba1fe030801d700cb6,J57489,r8S3g
5115,Class3,2024/10/19 16:54,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,0,3,c352158bed343ccff8e5,J40192,t5V9e
5116,Class3,2024/10/19 16:52,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,0,3,e3ce61b92eeae0a33633,J87654,r8S3g
5116,Class3,2024/10/19 16:52,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,0,3,e3ce61b92eeae0a33633,J87654,r8S3g
5117,Class3,2024/10/19 16:52,Error2,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_BXr9AIsPQhwNvyGdZL57,200,4,432fd26823e230070734,J23517,t5V9e
5118,Class3,2024/10/19 16:51,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,0,1,e3ce61b92eeae0a33633,J87654,r8S3g
5118,Class3,2024/10/19 16:51,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,0,1,e3ce61b92eeae0a33633,J87654,r8S3g
5119,Class3,2024/10/19 16:51,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,432fd26823e230070734,J23517,t5V9e
5120,Class3,2024/10/19 16:51,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,0,5,e3ce61b92eeae0a33633,J87654,r8S3g
5120,Class3,2024/10/19 16:51,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,0,5,e3ce61b92eeae0a33633,J87654,r8S3g
5121,Class3,2024/10/19 16:51,Absolutely_Error,0,Question_6RQj2gF3OeK5AmDvThUV,Method_gj1NLb4Jn7URf9K2kQPd,324,6,a55511198784610bf30b,J57489,m3D1v
